소미연, 02-413-8887, 서울특별시 송파구 석촌동 276-1, 127.10727916595505, 37.50098393945704
금문도, 02-420-3834, 서울특별시 송파구 석촌동 297-1, 127.1089512624267, 37.50113170351656
달인각, 02-412-4881, 서울특별시 송파구 석촌동 23-2, 127.09912188546647, 37.50594100885199
만당홍, 02-415-5835, 서울특별시 송파구 석촌동 176, 127.10485967643231, 37.50566018084081
중국 전통 레스토랑 팬다, 02-422-3487, 서울특별시 송파구 석촌동 2-7, 127.09744478457527, 37.505261442190886
샹하이, 02-412-4881, 서울특별시 송파구 석촌동 23-2, 127.09912166925994, 37.505959028389626
홍짜장 석촌점, 02-412-9596, 서울특별시 송파구 석촌동 273-5, 127.10685071819636, 37.500872578571574
또와꼬치, 02-2202-4064, 서울특별시 송파구 석촌동 274-14, 127.10553875370897, 37.49992556423723
옛날맛짜장, 02-425-3533, 서울특별시 송파구 석촌동 295-10, 127.10870725453555, 37.501679512459575
도원각, 02-412-8685, 서울특별시 송파구 석촌동 175-9, 127.10577821226914, 37.50545988347367
마음에드는양꼬치, 02-421-6029, 서울특별시 송파구 석촌동 276-5 2층, 127.10791010311019, 37.50118693181978
아서원, 050-4457-5890, 서울특별시 송파구 송파동 86-5, 127.10850178851739, 37.50469651614859
신동보성, 050-4898-9160, 서울특별시 송파구 송파동 145-18 1층, 127.11477008391432, 37.507374679759685
해원, 050-4898-9210, 서울특별시 송파구 잠실3동 27-6 주공5단지 중앙상가 지하 4호, 127.09336433323955, 37.51253782517936
백화원, 050-4898-9047, 서울특별시 송파구 삼전동 22-19, 127.09194685279441, 37.50721972042479
중국성, 050-4898-9046, 서울특별시 송파구 방이2동 47-5, 127.11300748536163, 37.51583143484047
북경대반점, 050-4898-9064, 서울특별시 송파구 문정동 150-35, 127.11577799654088, 37.4909378486603
황제짜장, 050-7724-3435, 서울특별시 송파구 방이동 167-1 1층, 127.12009018116942, 37.51282072721035
롯데호텔월드 도림, 02-411-7800, 서울특별시 송파구 잠실동 40-1 32층, 127.09801679058238, 37.51131190908788
심포니오브차이나, 02-2144-6110, 서울특별시 송파구 잠실3동 40 갤러리아팰리스 지하1층 15호, 127.09384492100003, 37.51114486763014
가연, 02-417-1235, 서울특별시 송파구 가락동 73-1, 127.12142952475435, 37.496963001005305
샹하이, 02-421-9100, 서울특별시 송파구 신천동 7 장미A상가 지하1층, 127.10071539003494, 37.51737855362376
장강, 02-408-9966, 서울특별시 송파구 가락동 86-15, 127.11994116870866, 37.49658250457438
어양, 02-422-8886, 서울특별시 송파구 방이2동 45, 127.11385659358976, 37.5167298464436
예원, 02-2143-0351, 서울특별시 송파구 신천동 7-18 롯데캐슬 2층, 127.10070652547441, 37.51434192138648
뿅의전설 방이점, 02-416-5391, 서울특별시 송파구 방이동 180, 127.11521605917079, 37.51464055531029
야래향, 02-422-1516, 서울특별시 송파구 신천동 7 장미a상가 1동 지하층 1호 야래향 중국집, 127.10051383946575, 37.517205820275336
포청천, 02-3432-5582, 서울특별시 송파구 송파동 8-1 1층, 127.10508156365161, 37.50886963092564
일월성, 02-423-4242, 서울특별시 송파구 신천동 7, 127.10206465377871, 37.51806459655124
웰차인, 02-445-7875, 서울특별시 강남구 수서동 708, 127.10196461657705, 37.48859918240513
장강, 02-459-8807, 서울특별시 강남구 수서동 724 로즈데일 지하2층 123, 127.10311025664487, 37.48735539543678
홍콩반점0410 방이점, 02-424-0055, 서울특별시 송파구 방이2동 36-9 방이빌딩 2층, 127.10949916147644, 37.51501214575605
짜이요, 02-419-6667, 서울특별시 송파구 삼전동 11-9, 127.09014362016275, 37.504818060166755
성경, 02-418-3771, 서울특별시 송파구 삼전동 49-4, 127.09221456903802, 37.502851639434915
난랑 방이점, 02-425-0034, 서울특별시 송파구 방이동 36-7, 127.10925992179182, 37.51515451394989
남경중화요리, 02-400-6711, 서울특별시 송파구 문정동 150 훼미리상가 지하 115  116호, 127.11440361257104, 37.4885757966791
홍짜장 삼전점, 02-418-9500, 서울특별시 송파구 삼전동 7-9, 127.08930219764218, 37.50425292946856
다래연, 02-413-5567, 서울특별시 송파구 송파1동 49-11, 127.11067445140785, 37.509380357737506
고궁중화요리, 02-415-4447, 서울특별시 송파구 송파2동 173-9, 127.1165419946193, 37.501936508734715
일월명, 02-417-5553, 서울특별시 송파구 송파2동 97-11, 127.11119275877483, 37.50190545469599
궁, 02-443-5551, 서울특별시 송파구 가락동 49-8, 127.12163647857358, 37.497640333998
홀리차우 롯데월드점, 02-411-0688, 서울특별시 송파구 잠실동 40-1 롯데월드 스포츠동, 127.09656318260087, 37.51085028774991
홍콩, 02-423-5980, 서울특별시 송파구 방이1동 166-17, 127.12104639082986, 37.51230522091304
만리장, 02-417-1115, 서울특별시 송파구 신천동 11-9 한신코아 1층, 127.10418230946787, 37.51598118755285
서린, 02-413-2240, 서울특별시 송파구 잠실동 27-2, 127.09351167373595, 37.51626032209082
타이거리스 차이나, 050-4457-9960, 서울특별시 송파구 삼전동 3, 127.09025848111702, 37.50653996554035
몽중헌 방이점, 02-2202-8004, 서울특별시 송파구 방이동 44-5 S타워 20  21F, 127.1136519284409, 37.5168184189895
크리스탈제이드찌앙난 롯데백화점에비뉴엘월드타워점, 02-3213-2627, 서울특별시 송파구 신천동 29 롯데백화점에비뉴엘월드타워점 6F, 127.10187155268318, 37.51245854993667
형제짬뽕, 02-415-1493, 서울특별시 송파구 삼전동 132-11, 127.09666429169505, 37.504327394184855
뽕군, 070-4379-8253, 서울특별시 송파구 가락본동 70-14 1층, 127.11883497438566, 37.49833134191901
피에프창 롯데월드몰점, 02-3213-4599, 서울특별시 송파구 신천동 29 롯데월드몰 5F, 127.10328429797434, 37.51350548436169
오죠, 02-414-2407, 서울특별시 송파구 송파동 30-10, 127.10650484744086, 37.509979681182124
홍마반점0410 가락시장역점, 02-409-0410, 서울특별시 송파구 가락동 80 101동 2층, 127.1209767221519, 37.495067407495455
짬뽕타임 잠실점, 02-423-0707, 서울특별시 송파구 잠실동 250-5, 127.08777964803019, 37.50482688729518
만다린, 02-417-7457, 서울특별시 송파구 송파동 166 가락삼익상가 지하1층, 127.12132142076933, 37.50426980637414
용봉, 02-417-8860, 서울특별시 송파구 삼전동 178-13, 127.09575936667935, 37.50151818621086
왕궁, 02-3412-0151, 서울특별시 강남구 수서동 725-1, 127.10346463508266, 37.487033698611256
홍짜장 수서점, 02-451-6480, 서울특별시 강남구 수서동 714, 127.10245328879326, 37.48839564596633
진양, 02-402-4111, 서울특별시 송파구 가락동 91-4, 127.11900470604434, 37.49735945924367
차이웍 잠실장미점, 02-420-8634, 서울특별시 송파구 신천동 7 장미B상가 1층, 127.10170678877935, 37.517719477628226
눌부차룽반점 수서역점, 02-2040-7855, 서울특별시 강남구 수서동 713 수서현대벤쳐빌 B106호, 127.10182419725015, 37.488048468759736
차이나스토리 삼성생명잠실사옥점, 02-423-0912, 서울특별시 송파구 신천동 7-22 삼성생명 지하1층, 127.1032220479691, 37.51492868447546
필녀의짜장, 02-2042-0004, 서울특별시 송파구 방이동 59, 127.10944538629064, 37.514777465724734
용봉중화요리, 02-421-3410, 서울특별시 송파구 삼전동 130, 127.09611673404548, 37.506593880859356
홍짜장 방이점, 02-420-3020, 서울특별시 송파구 방이동 147-9, 127.11489033865571, 37.51156550704563
유미양꼬치전문, 02-404-1118, 서울특별시 송파구 가락동 89, 127.11835496047283, 37.49683200364314
홍짜장 송파점, 02-2203-5151, 서울특별시 송파구 송파동 104-4, 127.11339955709497, 37.5037061124722
중화요리백화원, 02-422-3888, 서울특별시 송파구 삼전동 1-8, 127.09159581689622, 37.5072530677763
욱이집, 02-417-1102, 서울특별시 송파구 송파동 97-53, 127.11231649678002, 37.50156247769079
17면가짬뽕, 1588-3937, 서울특별시 송파구 방이동 71-2 2층, 127.10956237946326, 37.51254372078796
차이나키친 홈플러스잠실점, 02-412-9494, 서울특별시 송파구 신천동 7-12 홈플러스잠실점 4F, 127.10283155817561, 37.51636741637106
짬뽕별의블랙홀, 02-6085-5900, 서울특별시 송파구 송파동 38 호수아파트, 127.10855976227813, 37.510292532968876
쌍용각, 02-419-0093, 서울특별시 송파구 방이동 124-23 1층, 127.11762823956235, 37.509594617811324
