6,1,BHC치킨 잠실본점, 050-4457-5564, 서울특별시 송파구 잠실본동 226-14, 127.08329793726149, 37.50690973108747
6,1,네네치킨 잠실본점, 050-4898-9223, 서울특별시 송파구 잠실동 202-14 1층 네네치킨, 127.08199997480673, 37.50945867008654
6,1,굽네치킨 잠실2호점, 050-4457-9289, 서울특별시 송파구 잠실동 44-3 레이크팰리스아파트상가 135호, 127.0926327140796, 37.507558374609125
6,1,BBQ 잠실선수촌점, 0507-1275-0052, 서울특별시 송파구 잠실본동 313-9 1층, 127.08288369053389, 37.50563602846556
6,1,페리카나 잠실새마을점, 050-4898-9062, 서울특별시 송파구 잠실동 183-1 1층 106호, 127.08332693976779, 37.51101877901657
6,1,솜리치킨, 02-412-9292, 서울특별시 송파구 잠실동 192-13, 127.08103686206249, 37.50959536146316
6,1,또래오래 송파잠실본점, 050-8028-5173, 서울특별시 송파구 잠실동 223-28, 127.08131787617275, 37.50696645568588
6,1,교촌치킨 잠실1호점, 02-416-9939, 서울특별시 송파구 잠실동 313-8, 127.08265662178209, 37.50570635257589
6,1,고군닭강정, 02-412-8895, 서울특별시 송파구 잠실동 227-10 1층, 127.08313181418134, 37.50662010511672
6,1,BBQ치킨 잠실엘스점, 02-416-0850, 서울특별시 송파구 잠실동 19-9, 127.08472852372964, 37.512029805345314
6,1,미쳐버린파닭, 02-416-9293, 서울특별시 송파구 잠실동 240-15, 127.08587576975545, 37.50792084243235
6,1,오븐에빠진닭 신천점, 02-422-5892, 서울특별시 송파구 잠실동 190-3, 127.08182239094083, 37.51010605327386
6,1,노랑통닭 신천점, 02-414-0604, 서울특별시 송파구 잠실동 192-12, 127.08105921165236, 37.51054164535249
6,1,치킨매니아 잠실3호점, 02-2202-9255, 서울특별시 송파구 잠실동 200-5, 127.08132203765219, 37.50939934379977
6,1,네네치킨 잠실엘스리센츠점, 02-415-4479, 서울특별시 송파구 잠실동 19-9 파인애플상가 지하1층 A176호, 127.08347120212886, 37.512173250206644
6,1,굽네치킨 잠실본점, 02-417-9290, 서울특별시 송파구 잠실동 222-10, 127.0811506580215, 37.50676692425926
6,1,멕시카나 신천점, 02-416-8892, 서울특별시 송파구 잠실동 207-13, 127.08517753206279, 37.509528338532725
6,1,쌀통닭 신천점, 050-4458-4998, 서울특별시 송파구 잠실동 191, 127.08131868332092, 37.51059772413287
6,1,야구에한맺힌닭, 02-2203-1470, 서울특별시 송파구 잠실동 210-45, 127.0862891868365, 37.50833852296919
6,1,호식이두마리치킨 잠실1호점, 02-443-9922, 서울특별시 송파구 잠실동 231, 127.08394575915977, 37.50758153219534
6,1,둘둘치킨 신천역점, 02-415-2279, 서울특별시 송파구 잠실동 208, 127.08529887088632, 37.51070966236668
