BHC치킨 석촌점, 050-4898-9137, 서울특별시 송파구 석촌동 150-1 1층, 127.10189649313747, 37.50470062141034
BBQ 석촌2점, 050-7457-8537, 서울특별시 송파구 석촌동 156-6, 127.1012812464661, 37.50602050662421
또래오래 송파석촌점, 050-4898-9114, 서울특별시 송파구 석촌동 263-5, 127.10383185633975, 37.502696923504594
네네치킨 석촌점, 050-4457-8060, 서울특별시 송파구 석촌동 251-8, 127.10253195574421, 37.49979466683951
그릴킹, 02-422-9255, 서울특별시 송파구 석촌동 240-6, 127.10226464233077, 37.499450235866675
굽네치킨 석촌점, 02-421-9294, 서울특별시 송파구 석촌동 166-12, 127.10411768029391, 37.50623124242861
고가네살로만치킨, 02-423-1464, 서울특별시 송파구 석촌동 266-13, 127.10628650988366, 37.501715314686656
진미쌀통닭, 050-8028-5210, 서울특별시 송파구 석촌동 5, 127.09783168565232, 37.50506616022097
맥시칸치킨 가락점, 02-418-8075, 서울특별시 송파구 석촌동 273-19, 127.10691379794807, 37.50032340784247
피자나라치킨공주 잠실1호점, 02-3432-9528, 서울특별시 송파구 석촌동 220-2, 127.09870429480563, 37.49926998659256
두기두기치킨호프, 02-413-6898, 서울특별시 송파구 석촌동 203, 127.10272616964318, 37.50531062676705
치킨뱅이 석촌호수점, 02-412-0490, 서울특별시 송파구 석촌동 1-1 신동아로잔뷰 1층, 127.09797410560788, 37.506391803163744
탁꼬치킨, 02-421-5933, 서울특별시 송파구 석촌동 178, 127.10434290425121, 37.506314043107736
교촌치킨 석촌점, 02-412-0799, 서울특별시 송파구 석촌동 14-13, 127.09771227180383, 37.50276754802879
작살치킨, 02-418-5413, 서울특별시 송파구 석촌동 180, 127.10386058969021, 37.506923111042966
피자레또24시 송파점, 02-2202-4555, 서울특별시 송파구 석촌동 210-20, 127.09720169747484, 37.50196170990717
감통반 석촌점, 02-419-6498, 서울특별시 송파구 석촌동 291-15, 127.10710751262609, 37.50305508282545
호치킨 석촌점, 02-2202-8892, 서울특별시 송파구 석촌동 293-3, 127.10766958094183, 37.50239253890019
작살치킨 석촌본점, 02-415-5413, 서울특별시 송파구 석촌동 171-9, 127.10478319562387, 37.5054343372312
할로할로, 02-2202-7792, 서울특별시 송파구 석촌동 293 1층, 127.10880740561166, 37.50277054996617
사바사바치킨, 02-2203-7292, 서울특별시 송파구 석촌동 2-18, 127.09736275767982, 37.50455799016363
쌀쌀맞은닭 석촌점, 02-2042-4488, 서울특별시 송파구 석촌동 181-4, 127.10372272261928, 37.50710227850599
천하일미닭강정 엄마손점, 02-419-7775, 서울특별시 송파구 석촌동 277-2, 127.1075889595204, 37.50156295528628
BBQ 석촌점, 02-412-2255, 서울특별시 송파구 석촌동 240-6, 127.10235478753255, 37.49947795165219
그린맘치킨, 1577-5788, 서울특별시 송파구 석촌동 297-2, 127.10926662667588, 37.50124220548452
치킨방앗간 석촌점, 02-413-9288, 서울특별시 송파구 석촌동 275-12, 127.10830890704656, 37.50093764125088
멕시칸치킨 가락시영점, 02-412-7622, 서울특별시 송파구 석촌동 252-5, 127.10382016726669, 37.49988552712621
치킨도시, 02-3431-2080, 서울특별시 송파구 석촌동 235, 127.09908433877243, 37.502471644008395
통큰치킨, 02-470-9397, 서울특별시 송파구 석촌동 255 1층, 127.10422663224549, 37.499942668908254
코리안숯불바베큐, 02-3431-9294, 서울특별시 송파구 석촌동 273-12 영신빌딩 1층, 127.1052506711431, 37.5003739161679
KFC 석촌역점, 02-416-3337, 서울특별시 송파구 석촌동 286-5 대준빌딩, 127.10688476713321, 37.50466629896045
치킨투투앤닭발, 02-424-5965, 서울특별시 송파구 석촌동 10-6, 127.09734772081755, 37.503927133896056
가마로강정 석촌점, 02-412-0375, 서울특별시 송파구 석촌동 295-11, 127.10830109739021, 37.50159535655268
오븐치킨과호프, 02-2042-3003, 서울특별시 송파구 석촌동 273-5 102호, 127.10669303857148, 37.50081732449611
빈스, 050-4570-3854, 서울특별시 송파구 석촌동 150-1 1층, 127.10192999006665, 37.504736918074826
신화푸드, 050-8028-5244, 서울특별시 송파구 석촌동 274-14, 127.1055049351758, 37.49991629795355
88포차, 02-6408-9881, 서울특별시 송파구 석촌동 6-8, 127.09848010581638, 37.50475573239074
바삭바삭, 02-6401-8484, 서울특별시 송파구 석촌동 275-14, 127.10869490254399, 37.50081440130291
을지로골뱅이, 02-2042-2288, 서울특별시 송파구 석촌동 11-20, 127.09869481294172, 37.50382927711678
위드, 02-420-1988, 서울특별시 송파구 석촌동 297-17, 127.11105437760142, 37.50021943152184
밀러타임 석촌점, 02-415-9911, 서울특별시 송파구 석촌동 1-1 신동아로잔뷰 106호, 127.09777150781039, 37.50630916293407
피쉬앤그릴 석촌역점, 02-413-7334, 서울특별시 송파구 석촌동 282-2 3번지, 127.10658515052788, 37.503231351371305
비어캐빈 송파사거리점, 070-8658-2413, 서울특별시 송파구 석촌동 272-26, 127.1059579696988, 37.50081177210501
BBQ 송파점, 050-4457-7265, 서울특별시 송파구 송파2동 100-1 1층, 127.11589076675833, 37.50345443682188
교촌치킨 송파1호점, 050-4898-9251, 서울특별시 송파구 송파동 103-31, 127.1130341220027, 37.50304559923056
페리카나 송파한양점, 050-4898-9029, 서울특별시 송파구 송파1동 122-3, 127.11428469548824, 37.50441556942852
네네치킨 수서점, 050-4898-9011, 서울특별시 강남구 수서동 712, 127.10399265953951, 37.48921826867267
네네치킨 송파방이2점, 050-4457-5894, 서울특별시 송파구 방이동 131-19, 127.11974323112906, 37.50961037349191
BHC치킨 송파한양점, 050-7458-0495, 서울특별시 송파구 송파2동 183, 127.11652449697075, 37.50053973348726
굽네치킨 방이점, 050-4457-9486, 서울특별시 송파구 방이동 159-5, 127.11913903502153, 37.51193962116063
굽네치킨 잠실2호점, 050-4457-9289, 서울특별시 송파구 잠실동 44-3 레이크팰리스아파트상가 135호, 127.0926327140796, 37.507558374609125
페리카나 방이2점, 050-4898-9061, 서울특별시 송파구 방이동 159-16, 127.11932666227054, 37.51233748426471
BBQ 방이점, 050-4457-5836, 서울특별시 송파구 방이동 160-12, 127.11938934502388, 37.511815336320026
또래오래 강남일원점, 050-4457-5598, 서울특별시 강남구 일원동 645-10, 127.08735974881341, 37.490983372686934
교촌치킨 가락2호점, 050-4898-9254, 서울특별시 송파구 가락동 80 성원상떼빌 102동 120호, 127.12083796887278, 37.495327684638234
BHC치킨 수서점, 050-4457-5613, 서울특별시 강남구 수서동 725-1, 127.10344169921972, 37.48706055669765
교촌치킨 방이2호점, 050-4308-0083, 서울특별시 송파구 방이동 178-4, 127.11623955331295, 37.51417965515059
굽네치킨 삼전점, 050-4457-9487, 서울특별시 송파구 삼전동 13, 127.09065413681357, 37.50562392767025
BHC치킨 삼전점, 050-4457-9278, 서울특별시 송파구 삼전동 59-14, 127.09180692343534, 37.50195646212737
굽네치킨 수서일원본동점, 050-4457-9491, 서울특별시 강남구 수서동 716 사이룩스 서관1층 111호, 127.10393524106274, 37.48834380363282
또래오래 송파점, 050-4898-9052, 서울특별시 송파구 송파동 131-4, 127.11339692109563, 37.5077608633991
BHC치킨 잠실나루점, 050-4457-9288, 서울특별시 송파구 신천동 7 장미B상가 지하1층 11호, 127.1017828407378, 37.5179813618325
굽네치킨 송파점, 050-7724-5970, 서울특별시 송파구 송파2동 102-1, 127.11475315745534, 37.504013598397236
BBQ 송파삼전점, 050-4457-7770, 서울특별시 송파구 삼전동 61-14 1층, 127.09204983613256, 37.5024448986379
또래오래 송파신천점, 050-4898-9224, 서울특별시 송파구 신천동 11-9, 127.10416594421616, 37.51640456087711
네네치킨 잠실1호점, 02-418-4492, 서울특별시 송파구 신천동 11-9 한신오피스텔 103, 127.10386938151296, 37.51660955797467
쌀통닭 방이점, 050-4898-9209, 서울특별시 송파구 방이동 60-5, 127.10968921966747, 37.51424767650895
처갓집양념통닭 송파 케이준, 02-419-4734, 서울특별시 송파구 송파1동 135-18, 127.1117891262762, 37.508857106741324
땅땅치킨 석촌역점, 02-417-8292, 서울특별시 송파구 송파동 16-6, 127.10783795490944, 37.50725953233818
BHC치킨 방이본점, 02-418-9992, 서울특별시 송파구 방이동 70, 127.1099687977621, 37.5135649756729
BHC치킨 가락점, 02-404-2010, 서울특별시 송파구 가락동 159-6, 127.11916292051339, 37.49929791970139
치킨매니아 방이1호점, 02-424-9245, 서울특별시 송파구 방이동 162 1층, 127.12098105965735, 37.51208848118352
BHC치킨 잠실푸르지오점, 050-4457-5880, 서울특별시 송파구 신천동 11-4, 127.10349677108556, 37.51749878192852
치킨매니아 잠실1호점, 050-4570-4835, 서울특별시 송파구 삼전동 22-9, 127.09391843360359, 37.50692847739628
죽채통닭 송파훼미리점, 02-2043-0410, 서울특별시 송파구 문정동 150-20 올림픽훼밀리타운 상가1동 102-1호, 127.11731324802078, 37.491165566412434
작살치킨 송파구청점, 02-422-2214, 서울특별시 송파구 신천동 17-6 크로바상가 1층, 127.1067841700674, 37.51597383045475
멕시카나 송파점, 02-2202-7292, 서울특별시 송파구 송파동 104-10, 127.11317518180554, 37.50355125054201
BHC치킨 잠실3동점, 02-413-8292, 서울특별시 송파구 삼전동 22-4, 127.0928532597307, 37.50709151551778
멕시카나치킨 수서점, 02-451-8002, 서울특별시 강남구 수서동 736 신동아아파트상가, 127.09961680856047, 37.48730183214288
강정이기가막혀 송파방이1점, 02-416-9285, 서울특별시 송파구 송파동 111-28, 127.11018655273494, 37.50569135495316
BBQ 패밀리타운점, 02-404-8480, 서울특별시 송파구 문정동 150-25 1층, 127.11597431835239, 37.49155203807337
BBQ치킨 잠실석촌호수점, 02-415-8582, 서울특별시 송파구 송파동 42-1, 127.10960703195448, 37.50973275249119
페리카나 진주점, 02-416-2136, 서울특별시 송파구 신천동 20-4, 127.11108749109289, 37.51843910268383
